Nazwa,Telefon,Adres,"Godziny otwarcia","Strona internetowa","Opinia 1","Opinia 2","Opinia 3","Opinia 4","Opinia 5","Opinia 6",Typ,"Wysokość cen",Latitude,Longitude
"Kuligowski Piotr. Zakład złotniczy","56 642 84 12","Mickiewicza 24, 86-300 Grudziądz, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",,"Bardzo miły Pan,który naprawił mi element bransoletki z sieciówki nie biorąc za to ani ani grosza gdzie wcześniej usłyszałam,że nadaje się tylko do wyrzucenia. Dziękuję jeszcze raz!","Od lat niezmiernie profesjonalne podejście. Ceny przystępne, naprawa szybka i dokładna. Asortyment sprzedawanej biżuterii wart uwagi.","Pana Piotra  znam z czasów  liceum poczciwy, uczciwy człowiek","Miła obsługa.Panie zawsze dobrze doradzą...Polecam..😀",,,"jewelry_store, store, point_of_interest, establishment",,53.4910645,18.752162
YES,"512 390 364","Chełmińska 4, 86-300 Grudziądz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Gorąco polecam. Piękna biżuteria oraz profesjonalna obsługa, która z chęcią udzieli odpowiedzi na nurtujące pytania oraz doradzi przy zakupie. Jakość biżuterii na wysokim poziomie. Polecam","Bardzo profesjonalna i miła obsługa! Panie świetnie doradzają i są w stanie odpowiedzieć na każde nurtujące pytanie. Zawsze wychodzenia zadowolona z zakupu!! Serdecznie polecam ten salon.","Jestem bardzo zadowolona z obsługi Pań pracujących tam,szczególnie dziękuję Pani w czarnych włosach za przesympatyczną obsługę, jej pomoc przy doborze dla mnie biżuterii była strzałem w dziesiątkę!","Niedawno odwiedziłam salon, w celu zakupienia bransoletki na prezent :) wybór w biżuterii był duży, Panie super miłe i uśmiechnięte, bardzo pomocne przy wyborze :) Podczas zakupu panowała przyjemna atmosfera, wizytę w salonie wspominam bardzo miło i zawsze chętnie wracam. Profesjonalna obsługa, Panie są bardzo zaangażowane w pomoc klientowi, wychodząc jestem zawsze bardzo zadowolona :)","Witam otrzymałam pierścionek, który okazał się za mały. Z wymianą nie było żadnego problemu. Panie z uśmiechem na twarzy spokojnie wytłumaczyły co i jak i tak jak obiecały wymiana nastąpiła szybko. Dziękuję za pomoc i  i miłą atmosferę, dzięki której chętnie będę wracać i polecać salon.",,"jewelry_store, store, point_of_interest, establishment",,53.484454,18.7474529
"Gold Silver. Łącki P.","32 345 52 88","Chorzowska 19, 41-605 Świętochłowice, Polska","poniedziałek: 09:00–17:00, wtorek: 09:00–17:00, środa: 09:00–17:00, czwartek: 09:00–17:00, piątek: 09:00–17:00, sobota: 10:00–14:00, niedziela: Zamknięte",,,,,,,,"jewelry_store, point_of_interest, store, establishment",,50.3048316,18.9163868
"Jubiler Głódkowski","32 245 36 46","Katowicka 30, 41-600 Świętochłowice, Polska","poniedziałek: 09:00–17:00, wtorek: 09:00–17:00, środa: 09:00–17:00, czwartek: 09:00–17:00, piątek: 09:00–17:00, sobota: 09:00–13:00, niedziela: Zamknięte",https://www.jubiler-glodkowski.pl/,"Jubiler z wieloletnim doświadczeniem. Możliwość kupienia pięknej biżuterii po przystępnych cenach. Również usługi czyszczenia i naprawy biżuterii. Również przystępne ceny i wieloletnie doświadczenie w tej materii. Gorąco polecam.","znajdziesz tu podarunek na każdą okazję, dla kobiety, kobietki, dziecka, a nawet dla mężczyzny.... oprócz tego przemiła, zawsze chętna pomóc obsługa. polecam!","Bardzo miła obsługa. Termin realizacji rewelacyjny. Zdecydowanie polecam!","Bardzo miła obsługa , jest w czym wybierać, dobre ceny","Duży wybór i tanio. Można też dostać rabat.",,"jewelry_store, store, point_of_interest, establishment",,50.288434,18.9226264
"Sklep jubilerski. Alicja Redwanc","694 406 334","Bytomska 16, 41-600 Świętochłowice, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",http://www.jubiler.vxm.pl/,"Polecam od małego brzdąca znam ten sklep kupowała tam moja mama ja też kupuje o to dlatego że mają najlepszą  biżuterie i najtańszą w bardzo dobrym wykonaniu i jakości","Polecam,  bardzo miła i fachowa obsługa. Duży wybór asortymentu, oraz fachowa naprawa biżuterii.","Profesjonalna obsługa klienta. Dodatkowa poprawka wykonana w bardzo krótkim czasie.","Duży wybór,ceny przystepne,profesjonalna i sympatyczna obsluga :)",,,"jewelry_store, store, point_of_interest, establishment",,50.292406,18.91588
"Pracownia złotnicza","784 359 276","Norberta Barlickiego 13, 41-605 Świętochłowice, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",http://parksportowy.pl/,,,,,,,"jewelry_store, store, point_of_interest, establishment",,50.3080368,18.90007
"Sklep Jubilerski - złoto srebro diamenty","32 752 03 08","Rynek Główny 3, 43-600 Jaworzno, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 09:30–13:30, niedziela: Zamknięte",http://afijubiler.pl/,,,,,,,"jewelry_store, store, point_of_interest, establishment",,50.2032599,19.275449
W.KRUK,"661 901 266","Grunwaldzka 59, 43-600 Jaworzno, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://wkruk.pl/salon-jaworzno,,,,,,,"jewelry_store, finance, point_of_interest, store, establishment",,50.2032752,19.268296
Aurum,"32 752 05 10","Rynek Główny 14/1, 43-600 Jaworzno, Polska","poniedziałek: 09:30–17:30, wtorek: 09:30–17:30, środa: 09:30–17:30, czwartek: 09:30–17:30, piątek: 09:30–17:30, sobota: 09:30–13:30, niedziela: Zamknięte",http://www.jubilerjaworzno.pl/,"Pracownia podjęła się wykonania zlecenia, które dla innych jubilerów wydawało się nieopłacalne lub za trudne do zrobienia. Staranna, rzetelna realizacja zamówienia oraz miłe podejście do klienta. Polecam.","Najlepszy jubiler w mieście! Profesjonalna obsługa, duży wybór biżuterii (zwłaszcza obrączek), spore doświadczenie. Do tego świetna, przyjazna atmosfera, a co najważniejsze bezproblemowe podejście do grawerowania, oczyszczania, a także zwężania/poszerzania obrączek. Jak jubiler to TYLKO TEN! Polecam.","Bardzo miła obsługa! Nie ma najmniejszego problemu z poszerzeniem pierścionka. Zrobione praktycznie od ręki. Polecamy!","Dziękujemy za okazaną empatię i wykonanie obrączek z grawerem w ekspresowym czasie.","Polecam z całego serca!!  Najlepszy jubiler w Jaworznie .Właściciele przesympatyczni. Profesjonalnie podchodzą do klienta. Pomogli nam w wyborze obrączek z których jesteśmy bardzo zadowoleni za co dziękujemy ;)",,"jewelry_store, store, point_of_interest, establishment",,50.2037075,19.2758539
"KaMus"""" K. Musiał","506 135 504","Rynek Główny 10, 43-600 Jaworzno, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:30, niedziela: Zamknięte",,"Drodzy Państwo serdecznie polecam sklep jubilerski,, KaMus,, świetna profesjonalna i miła obsługa klienta indywidualne podejście złoto 1klasa. Wszystko na czas nie ma żadnych niedogodności. Zawsze się można dogadać. 🙃🙃🙃🙃😊😍😍😍😍💌💌💌🍒🍒🍀🍀📢📢📢📢Polecam wpadajcie! 📢📢🍀🍀","Przemiła fachowa obsługa złoto z najwyższej półki grawer w cenie napewno z żoną wrócimy polecam:)","Świetne miejsce na wybór biżuterii. Podczas wyboru obrączek bardzo fachowa pomoc oraz uwzględnienie oczekiwań. Naprawa produktów nawet nie zakupionych w tym salonie szybka i solidna. Polecam serdecznie 😊","Polecam serdecznie. Duży wybór obrączek. Można się dogadać co do różnych wzorów z różnych katalogów.","Bardzo miła obsługa oraz pomocna i przystępne ceny polecam",,"jewelry_store, store, point_of_interest, establishment",,50.2042953,19.2753994
"Jubiler Pracownia Złotnicza",,"Rynek Główny, 43-600 Jaworzno, Polska",,,,,,,,,"jewelry_store, store, point_of_interest, establishment",,50.204248,19.2754332
YES,"571 207 206","Grunwaldzka 59, 43-600 Jaworzno, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Jestem pod wrażeniem dzisiejszej obsługi. Pani Angelika szybko i sprawnie pomogła mi przy wyborze prezentu dla mamy a było to duże wyzwanie gdyż jestem wymagającą klientka , profesjonalnie stanęła na wysokości zadania. Nigdy nie wyszłam tam zadowolona z sklepu . Jeszcze dziękuję 😉","Zakupy w tym sklepie to czysta przyjemność, a obsługa przez duet Pań Angeliki i Agnieszki, to profesjonalizm najwyżej jakości. Zostałem w pełni zaopiekowany: cierpliwie mi doradzano oraz przedstawiano argumenty za i przeciw. Obsługa tych Pań to wzór do naśladowania dla innych. Dziękuję uprzejmie :-) P.S. Pani/e Szefie, szanuj sobie takich pracowników!","Super obsługa. Byłam właśnie w salonie Yes i dziewczyny pracujące tam są bardzo pomocne i uśmiechnięte. Bezbłędnie pomogły mi w doborze prezentu. Serdecznie polecam! Napewno jeszcze tam wrócę. 😊","Świetna obsługa. Dostałam dużą pomoc w dobraniu dobrej biżuterii bo mojej dłoni. Jestem bardzo zadowolona jak pani pracująca zajęła się mną profesjonalnie. Polecam!",,,"jewelry_store, store, point_of_interest, establishment",,50.2032752,19.268296
Jubiler,,"świętego Maksymiliana Kolbego, 43-603 Jaworzno, Polska","poniedziałek: 09:00–17:30, wtorek: 09:00–17:30, środa: 09:00–17:30, czwartek: 09:00–17:30, piątek: 09:00–17:30, sobota: 09:00–14:00, niedziela: Zamknięte",,"Gorąco polecam zakład jubilerski, obrączki robione na zamówienie wyszły wspaniale tak jak sobie wymarzyliśmy, jesteśmy bardzo zadowoleni !! Żona często zmniejsza biżuterie wszystko robione na miejscu z wielką starannością. Jeszcze raz serdecznie polecam!","Pierścionek zaręczynowy zmniejszony na miejscu 😄 gdzie u jubilera w innym mieście zostało powiedziane że to nie możliwe żeby ten pierścionek zmniejszyć a jednak się dało ,  super obsługa i bardzo miły pan ;)  polecam 🙂","Bardzo ładny asortyment, aż  zdziwiona byłam i super ceny.","Super obsługa, obrączkę zmniejszyłem na miejscu  Polecam serdecznie","Solidie i szybko",,"jewelry_store, store, point_of_interest, establishment",,50.2278914,19.2352544
"P.P.U.H. Kamea, Drożdż H.","32 751 92 72","A. Mickiewicza 13, 43-600 Jaworzno, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–13:00, niedziela: Zamknięte",,,,,,,,"jewelry_store, point_of_interest, store, establishment",,50.2034555,19.2737777
Briju,"691 454 895","Galeria Galena, Grunwaldzka 59, 43-600 Jaworzno, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://www.briju.pl/jaworzno?utm_source=Google-MojaFirma&utm_medium=organic&utm_campaign=Google-MojaFirma-WitrynaURL,"Wspaniały Salon,  wspaniała obsługa i charyzmatyczna Pani Kierownik. Polecam:)","Bardzo miła atmosfera w salonie.Panie uśmiechnięte, chętnie pomagają w jakże trudnych wyborach:)Polecam.",,,,,"jewelry_store, store, point_of_interest, establishment",,50.2032752,19.268296
"Biżuteria ze stali chirurgicznej | Jawellsea Jastrzębie Zdrój","500 434 149","Arki Bożka, 44-335 Jastrzębie-Zdrój, Polska","poniedziałek: Zamknięte, wtorek: 08:30–13:00, środa: 08:30–13:00, czwartek: 08:30–13:00, piątek: 08:30–13:00, sobota: 08:30–13:00, niedziela: Zamknięte",http://jawellsea.com/,"Fantastyczny wybór i bardzo dobre ceny! Córki mają tu swój raj na ziemi!","Wspaniałe miejsce! Uwielbiam zabierać tam żonę na zakupy!","Najlepszy sklep z biżuterią w Jastrzębiu!","Polecam to miejsce.",,,"jewelry_store, store, point_of_interest, establishment",,49.9452302,18.6072464
"Biżuteria M.JOPEK","782 548 555","Wrocławska 19A, 44-335 Jastrzębie-Zdrój, Polska","poniedziałek: 09:00–17:00, wtorek: 09:00–17:00, środa: 09:00–17:00, czwartek: 09:00–17:00, piątek: 09:00–17:00, sobota: 09:00–13:00, niedziela: Zamknięte",http://www.mjopek.pl/,"Najpiękniejszy medalion. Wszystko przepięknie spakowane. Prezenty na ważne okazje i uroczyści będę kupować właśnie w tym sklepie. Widać, że sprzedawca wkłada serce.","Bardzo ładny wybór obrączek i bardzo sympatyczna pani która nas obsługiwała. Polecam z całego serca.😊","Bardzo duży wybór pięknej srebrnej biżuterii w super cenach, profesionalne podejście do klienta.","Super biżuteria , obsługa na najwyższym poziomie, polecam w 100%","Czysty profesjonalizm, świetne wykonanie, świetny kontakt. Produkty jeszcze piękniejsze na żywo niż na zdjęciach. Szybka i bezproblemowa transakcja. Serdecznie polecam 👍🏻",,"jewelry_store, point_of_interest, store, establishment",,49.9502823,18.594132
"Jubiler-Złotnik GRAFITT CZARNECCY","32 474 14 81","11 Listopada 79B, 44-335 Jastrzębie-Zdrój, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",http://www.grafitt.eu/,"Zakupy w tym sklepie to przyjemność. Panie bardzo miłe, profesjonalne i...cierpliwe.  Chętnie doradzają, każdy klient czuje się ważny.Ceny przystępne, duży wybór i ciekawe wzornictwo. Łatwo wybrać coś dla siebie. Zawsze tam wracam- polecam wszystkim !","Polecam  profesjonalizm i indywidualne podejście do klienta. Od lat korzystam z usług Pracowni Złotniczej GRAFITT CZARNECCY i zawsze jestem zadowolona.","Bardzo gorąco polecam ten sklep jubilerski. Fachowa i sympatyczna obsługa. Zarówno pani Monika jak i Szefowa potrafią dobrze doradzić. Nie zgadzam się z opinią , że klient został zignorowany przez personel sklepu, uważam, że jest to złośliwa i hejterska opinia mająca na celu zniechęcić potencjalnych klientów. Zawsze kiedy potrzebuję coś zakupić sobie lub w prezencie to właśnie tam kieruje swoje kroki. Tak więc z czystym sumieniem polecam","Polecam,  solidna firma. Bardzo dobry kontakt, konkretne doradztwo. Nie pierwsze i napewno nie ostatnie zakupy,  100% Profesjonalizmu. Szybkość  realizacji,  dostałem dokładnie to czego oczekiwałem składając zamówienie Super. Polecam !!!",,,"jewelry_store, store, point_of_interest, establishment",,49.9502193,18.5895552
"Złotnik, Jubiler, Pracownia Złotnicza ,,Salmer''","32 473 00 52","Bożka Arki 1, 44-330 Jastrzębie-Zdrój, Polska","poniedziałek: 09:00–16:00, wtorek: 09:00–16:00, środa: 09:00–16:00, czwartek: 09:00–16:00, piątek: 09:00–16:00, sobota: 08:00–13:00, niedziela: Zamknięte",https://salmer-fh-zotnik-jubiler-salachna-s.business.site/?utm_source=gmb&utm_medium=referral,"Polecam serdecznie, potrzebowaliśmy zmniejszyć obrączki i udało się to zrobić na miejscu w pół godziny. Profesjonalna obsługa 😊","Jestem pod wrażeniem profesjonalizmu i cudownych wyrobów jubilerskich w bardzo korzystnych cenach 💪 Na pewno wrócę ponieważ warto ♥️ Z całego serca polecam i dziękuję za przepiękną bransoletkę 🤗","Ten Pan to złotnik z powołania. Dziękujemy za spersonalizowanie naszych obrączek. 100% polecam","Rewelacyjna obsługa ! Fachowa wycena biżuterii ! Polecam gorąco 😊","Z całego serca polecamy! Obrączki, które otrzymaliśmy są idealne i przepiękne❤️Mimo, że zamówienie robiliśmy na odległość i to dosyć sporą bo ok 300 km od nas wszystko wyszło tak jak miało być. A wszystko dzięki Profesjonaliście, który je dla nas wykonał ❤️❤️❤️ Jednym słowem mówiąc Petarda! 😃💪❤️",,"jewelry_store, store, point_of_interest, establishment",,49.9458343,18.6079529
"Złotnik Kłos","697 549 570","Tadeusza Kościuszki 21, 44-330 Jastrzębie-Zdrój, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",,"Oddałem złoty złom, a dostałem piękne obrączki. Jestem bardzo zadowolony z obsługi, ceny i wykonania. Lokalizacja niepozorna, ale liczy się efekt końcowy czyli nasze zadowolenie. Ja polecam.","Bardzo dobre ceny,świetna jakość i cudowna obsługa ❤️ czego chcieć więcej 😍","Uprzejma i fachowa obsługa, Panie pracujące tam bardzo sympatyczne i znają się na rzeczy. We wrześniu oddaliśmy stare obraczki po dziadkach  do odnowienia  i przerobienia - przeszły nasze najśmielsze oczekiwania, wygladaja cudownie. Zawsze tam wracamy, zawsze jesteśmy zadowoleni i na pewno będziemy często zaglądać 😊","Polecam z całego serca! Obsługa na najwyższym poziomie. Panie znają się na swojej pracy, trafnie doradzają a przy tym są bardzo sympatyczne. Świetne ceny, bezkonkurencyjna jakość!",,,"jewelry_store, store, point_of_interest, establishment",,49.9483729,18.5704855
"Jubiler Grzybek wymiana skup złota","602 469 524","Harcerska 1D, 44-335 Jastrzębie-Zdrój, Polska","poniedziałek: 09:00–19:00, wtorek: 09:00–19:00, środa: 09:00–19:00, czwartek: 09:00–19:00, piątek: 09:00–19:00, sobota: 09:00–19:00, niedziela: Zamknięte",,"Bardzo przyjemna obsługa panie doradzą i pomogą znaleesc  cos dla kupujacego ,  duży wybór bizuteri i srebrnej i złotej,  najlepsze ceny w mieście,  u tego jubilera można naprawić każdą biżuterię,  sprzedać jak i wymienić starą","Kolejna biżuteria,  naprawy , przeróbki Jestem bardzo zadowolona 👍😁 Dziewczyny dziękuję za fachową obsługę 🎅","Fantastyczna obsługa super rzeczy nie powtarzające się Polecam","Duży wybór biżuterii, miła obsługa.","Przemiła i pomocna obsługa wyroby jubilerskie przepiękne",,"jewelry_store, point_of_interest, store, establishment",,49.9508809,18.6052289
